,ChildID,ChildEthnicity,ChildLanguage,ChildRace,ChildFlags,ChildDateofBirth,Age (as of current day),Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Center,Total Attendance,Total Absence,Total Days,Attendance Rate
18,40750,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/22/2013,9,2,19.0,0,0,0,0.0,21,['Sharon Jones'],19.0,2,21.0,0.9047619047619048
19,40834,Not Hispanic or Latino,00 -- English,['Asian'],[nan],02/08/2013,9,0,29.0,0,0,0,29.0,0,['Washington Hospital'],29.0,0,29.0,1.0
20,40966,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],11/29/2008,13,2,236.0,1,7,0,246.0,0,['Linda Vista'],236.0,10,246.0,0.959349593495935
21,40967,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/07/2012,9,2,229.0,1,14,0,246.0,0,['Linda Vista'],229.0,17,246.0,0.9308943089430894
22,41176,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/22/2010,12,9,230.0,1,6,0,246.0,0,['Linda Vista'],230.0,16,246.0,0.9349593495934959
23,41245,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Santa Clara County'],05/14/2013,9,0,27.0,0,2,0,29.0,0,['Arbuckle'],27.0,2,29.0,0.9310344827586207
24,41445,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/06/2009,13,9,201.0,2,34,0,246.0,0,['Linda Vista'],201.0,45,246.0,0.8170731707317073
25,41446,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/08/2013,9,10,207.0,1,28,0,246.0,0,['Linda Vista'],207.0,39,246.0,0.8414634146341463
26,41560,Hispanic or Latino,00 -- English,['Caucasian'],[nan],09/17/2010,12,10,219.0,5,8,4,246.0,0,['Linda Vista'],219.0,27,246.0,0.8902439024390244
27,41794,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/26/2008,14,6,60.0,0,4,0,70.0,0,['Linda Vista'],60.0,10,70.0,0.8571428571428571
28,42145,Not Hispanic or Latino,00 -- English,['Asian'],[nan],04/03/2013,9,0,40.0,0,0,0,40.0,0,['Washington Hospital'],40.0,0,40.0,1.0
29,42239,Hispanic or Latino,00 -- English,['Caucasian'],['Preschool'],12/23/2009,12,0,244.0,2,2,0,248.0,0,['FH'],244.0,4,248.0,0.9838709677419355
30,42287,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],05/04/2013,9,3,28.0,0,3,0,34.0,0,['Arbuckle'],28.0,6,34.0,0.8235294117647058
31,42541,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Limited English', 'Infant/Toddler']",09/20/2013,9,1,15.0,0,3,0,19.0,0,['Arbuckle'],15.0,4,19.0,0.7894736842105263
32,42546,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Inactive:  Head Start Santa Clara County', 'Limited English']",02/07/2013,9,1,6.0,0,14,0,0.0,21,['Cureton'],6.0,15,21.0,0.2857142857142857
33,43055,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Santa Clara County'],02/11/2013,9,8,9.0,0,4,0,21.0,0,['Chynoweth'],9.0,12,21.0,0.42857142857142855
34,43077,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],02/07/2014,8,0,192.0,7,23,0,0.0,222,['Dayton'],192.0,30,222.0,0.8648648648648649
35,43153,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],01/15/2014,8,16,210.0,2,16,2,246.0,0,['Paul Miller'],210.0,36,246.0,0.8536585365853658
36,43175,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English']",12/20/2010,11,10,109.0,0,2,0,121.0,0,['FH'],109.0,12,121.0,0.9008264462809917
37,43176,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Infant/Toddler', 'Limited English']",06/14/2012,10,10,110.0,0,1,0,121.0,0,['FH'],110.0,11,121.0,0.9090909090909091
38,43192,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],11/19/2013,8,1,174.0,59,11,1,246.0,0,['Paul Miller'],174.0,72,246.0,0.7073170731707317
39,43244,Hispanic or Latino,00 -- English,['Caucasian'],[nan],02/05/2013,9,3,30.0,0,2,0,35.0,0,['Eden Palms'],30.0,5,35.0,0.8571428571428571
40,43318,Not Hispanic or Latino,03 -- Cantonese,['Asian'],[nan],07/31/2013,9,8,9.0,0,2,0,0.0,19,['Corvallis'],9.0,10,19.0,0.47368421052631576
41,43334,Not Hispanic or Latino,07 -- Mandarin (Phutonghua),['Asian'],[nan],12/28/2012,9,2,14.0,2,3,0,0.0,21,['Pioneer'],14.0,7,21.0,0.6666666666666666
42,43341,Not Hispanic or Latino,03 -- Cantonese,['Asian'],['Limited English'],02/22/2013,9,6,13.0,0,0,0,0.0,19,['Grant'],13.0,6,19.0,0.6842105263157895
43,43499,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],11/14/2013,8,0,15.0,0,4,0,0.0,19,['Graham'],15.0,4,19.0,0.7894736842105263
44,43597,Not Hispanic or Latino,00 -- English,['Black or African American'],['Inactive:  Head Start Alameda County'],09/28/2013,9,1,244.0,1,0,0,246.0,0,['Eden Youth'],244.0,2,246.0,0.991869918699187
45,43619,Hispanic or Latino,00 -- English,['Caucasian'],['Preschool'],11/09/2013,8,4,0.0,0,14,3,0.0,21,['Russo'],0.0,21,21.0,0.0
46,43679,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/12/2013,9,0,2.0,13,6,0,0.0,21,['Meadowfair'],2.0,19,21.0,0.09523809523809523
47,43778,Not Hispanic or Latino,02 -- Vietnamese,['Asian'],[nan],07/24/2013,9,0,10.0,0,11,0,0.0,21,['Cureton'],10.0,11,21.0,0.47619047619047616
48,43865,Hispanic or Latino,00 -- English,['Caucasian'],[nan],09/25/2013,9,9,217.0,3,21,0,250.0,0,"['Logan', 'Washington Hospital']",217.0,33,250.0,0.868
49,43928,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],08/16/2013,9,5,1.0,0,8,0,0.0,14,['Cesar Chavez'],1.0,13,14.0,0.07142857142857142
50,43981,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/30/2012,9,0,17.0,0,2,0,0.0,19,['Bay'],17.0,2,19.0,0.8947368421052632
51,44002,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English']",06/07/2013,9,0,18.0,0,1,0,0.0,19,['Royal Sunset'],18.0,1,19.0,0.9473684210526315
52,44004,Not Hispanic or Latino,03 -- Cantonese,['Asian'],['Limited English'],05/30/2013,9,10,6.0,2,3,0,0.0,21,['Dayton'],6.0,15,21.0,0.2857142857142857
53,44005,Not Hispanic or Latino,03 -- Cantonese,['Asian'],['Limited English'],05/30/2013,9,10,6.0,2,3,0,0.0,21,['Dayton'],6.0,15,21.0,0.2857142857142857
54,44007,Not Hispanic or Latino,03 -- Cantonese,['Asian'],[nan],04/20/2013,9,7,11.0,0,1,0,0.0,19,['Colonial Acres'],11.0,8,19.0,0.5789473684210527
55,44129,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],01/07/2013,9,0,0.0,2,0,5,7.0,0,['Logan'],0.0,7,7.0,0.0
56,44368,Hispanic or Latino,00 -- English,['Caucasian'],[nan],02/13/2013,9,1,3.0,0,7,0,0.0,11,['Baldwin Park'],3.0,8,11.0,0.2727272727272727
57,44384,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],03/15/2014,8,15,152.0,1,78,0,0.0,246,['Goss'],152.0,94,246.0,0.6178861788617886
58,44449,Not Hispanic or Latino,03 -- Cantonese,['Asian'],[nan],07/18/2013,9,5,15.0,0,1,0,0.0,21,['Carlson'],15.0,6,21.0,0.7142857142857143
59,44543,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/18/2013,9,4,12.0,14,4,0,0.0,34,['Emerald Vista'],12.0,22,34.0,0.35294117647058826
60,44629,Not Hispanic or Latino,00 -- English,['Asian'],[nan],03/01/2013,9,0,41.0,0,0,0,41.0,0,['Washington Hospital'],41.0,0,41.0,1.0
61,44631,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],02/26/2014,8,4,218.0,11,13,0,246.0,0,['Decoto'],218.0,28,246.0,0.8861788617886179
62,44662,Hispanic or Latino,00 -- English,['Caucasian'],"['School Age', 'Emergency Care']",08/17/2011,11,8,224.0,1,13,0,246.0,0,['Linda Vista'],224.0,22,246.0,0.9105691056910569
63,44746,Not Hispanic or Latino,02 -- Vietnamese,['Asian'],[nan],11/23/2012,9,10,7.0,0,0,3,0.0,20,['Meadowfair'],7.0,13,20.0,0.35
64,44753,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],06/23/2010,12,3,217.0,10,16,0,246.0,0,['Linda Vista'],217.0,29,246.0,0.8821138211382114
65,44840,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/25/2014,8,8,219.0,1,13,0,0.0,241,['Corvallis'],219.0,22,241.0,0.9087136929460581
66,44905,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/08/2013,9,2,17.0,0,0,0,0.0,19,['Grant'],17.0,2,19.0,0.8947368421052632
67,45054,Not Hispanic or Latino,00 -- English,['Asian'],[nan],02/04/2013,9,1,21.0,0,7,0,29.0,0,['Emerald Vista'],21.0,8,29.0,0.7241379310344828
68,45057,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/14/2012,9,0,21.0,0,0,0,21.0,0,['Valley Medical Center'],21.0,0,21.0,1.0
69,45092,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/28/2014,8,21,210.0,1,13,1,246.0,0,['Eden Palms'],210.0,36,246.0,0.8536585365853658
70,45165,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],04/09/2014,8,7,215.0,3,19,0,244.0,0,['Graham'],215.0,29,244.0,0.8811475409836066
71,45227,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/28/2013,9,3,30.0,0,2,0,0.0,35,['Arbuckle'],30.0,5,35.0,0.8571428571428571
72,45442,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/19/2014,8,9,34.0,0,1,0,44.0,0,['FH'],34.0,10,44.0,0.7727272727272727
73,45631,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/28/2013,8,11,165.0,1,69,0,0.0,246,['Goss'],165.0,81,246.0,0.6707317073170732
74,45671,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/09/2011,11,11,213.0,1,21,0,246.0,0,['Linda Vista'],213.0,33,246.0,0.8658536585365854
75,45678,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/22/2014,8,4,213.0,1,13,0,0.0,231,['Holbrook'],213.0,18,231.0,0.922077922077922
76,45717,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],10/17/2012,10,0,44.0,0,0,0,44.0,0,['FH'],44.0,0,44.0,1.0
77,45719,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",01/09/2009,13,1,210.0,1,10,0,222.0,0,['Linda Vista'],210.0,12,222.0,0.9459459459459459
78,45926,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/14/2013,9,4,12.0,2,3,0,0.0,21,['Decoto'],12.0,9,21.0,0.5714285714285714
79,45997,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],09/29/2012,10,10,2.0,0,7,0,19.0,0,['Eden Palms'],2.0,17,19.0,0.10526315789473684
80,46051,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],04/04/2014,8,0,202.0,1,28,0,0.0,231,['Royal Sunset'],202.0,29,231.0,0.8744588744588745
81,46206,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/20/2014,8,1,34.0,22,3,0,60.0,0,['Eden Palms'],34.0,26,60.0,0.5666666666666667
82,46235,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English', 'Inactive:  Head Start Alameda County']",02/07/2013,9,2,24.0,10,1,0,37.0,0,['Decoto'],24.0,13,37.0,0.6486486486486487
83,46241,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/30/2013,9,6,184.0,1,55,0,0.0,246,['Meyer'],184.0,62,246.0,0.7479674796747967
84,46247,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],12/27/2012,9,10,30.0,0,2,2,44.0,0,['Paul Miller'],30.0,14,44.0,0.6818181818181818
85,46262,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],04/27/2009,13,10,235.0,0,0,1,246.0,0,['Linda Vista'],235.0,11,246.0,0.9552845528455285
86,46321,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Preschool', 'Inactive:  Head Start Alameda County', 'Infant/Toddler']",10/19/2012,10,10,23.0,2,7,2,44.0,0,['Decoto'],23.0,21,44.0,0.5227272727272727
87,46401,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],08/05/2014,8,0,210.0,2,34,0,246.0,0,['Delaine Eastin'],210.0,36,246.0,0.8536585365853658
88,46487,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],06/06/2013,9,7,19.0,0,3,0,29.0,0,['Delaine Eastin'],19.0,10,29.0,0.6551724137931034
89,46574,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/15/2014,8,7,30.0,0,2,0,39.0,0,['Eden Palms'],30.0,9,39.0,0.7692307692307693
90,46598,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/25/2014,8,0,241.0,2,5,0,248.0,0,['FH'],241.0,7,248.0,0.9717741935483871
91,46618,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/23/2012,10,0,36.0,0,0,0,36.0,0,['FH'],36.0,0,36.0,1.0
92,46640,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],07/15/2014,8,14,179.0,1,45,7,246.0,0,['Chynoweth'],179.0,67,246.0,0.7276422764227642
93,46647,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/18/2009,13,3,73.0,9,19,0,104.0,0,['Linda Vista'],73.0,31,104.0,0.7019230769230769
94,46663,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/01/2014,8,9,209.0,0,10,0,228.0,0,['FH'],209.0,19,228.0,0.9166666666666666
95,46666,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],07/17/2014,8,5,195.0,1,5,0,206.0,0,['Valley Medical Center'],195.0,11,206.0,0.9466019417475728
96,46710,Hispanic or Latino,00 -- English,['Caucasian'],[nan],02/10/2008,14,10,87.0,1,34,33,165.0,0,['Linda Vista'],87.0,78,165.0,0.5272727272727272
97,46715,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/29/2014,8,0,195.0,39,12,0,246.0,0,['Emerald Vista'],195.0,51,246.0,0.7926829268292683
98,46730,Hispanic or Latino,01 -- Spanish,['Caucasian'],['IEP'],01/20/2014,8,0,226.0,0,2,0,228.0,0,['FH'],226.0,2,228.0,0.9912280701754386
99,46767,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/04/2013,9,8,10.0,0,3,0,21.0,0,['Chynoweth'],10.0,11,21.0,0.47619047619047616
100,46797,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/17/2012,9,0,31.0,0,1,0,32.0,0,['FH'],31.0,1,32.0,0.96875
101,46837,Hispanic or Latino,00 -- English,['Caucasian'],['IEP'],04/13/2013,9,0,34.0,0,0,0,34.0,0,['FH'],34.0,0,34.0,1.0
102,46847,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/20/2013,9,3,23.0,0,5,0,31.0,0,['FH'],23.0,8,31.0,0.7419354838709677
103,46912,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/19/2013,9,1,210.0,1,34,0,246.0,0,['Unidos'],210.0,36,246.0,0.8536585365853658
104,46923,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],07/06/2013,9,3,26.0,0,8,0,37.0,0,['Graham'],26.0,11,37.0,0.7027027027027027
105,46951,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Preschool'],04/08/2014,8,16,164.0,4,62,0,0.0,246,['Cesar Chavez'],164.0,82,246.0,0.6666666666666666
106,47015,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['IEP', 'Limited English']",02/02/2013,9,4,13.0,0,2,0,0.0,19,['Hesperian'],13.0,6,19.0,0.6842105263157895
107,47026,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Kidango Staff School Age', 'IEP']",10/12/2014,8,10,205.0,1,30,0,246.0,0,['Unidos'],205.0,41,246.0,0.8333333333333334
108,47033,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],06/06/2013,9,8,20.0,0,1,0,29.0,0,['Chynoweth'],20.0,9,29.0,0.6896551724137931
109,47110,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",12/12/2014,7,8,191.0,31,16,0,246.0,0,['Decoto'],191.0,55,246.0,0.7764227642276422
110,47116,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/23/2014,8,0,228.0,2,15,1,246.0,0,['Sharon Jones'],228.0,18,246.0,0.926829268292683
111,47139,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Black or African American']",[nan],05/02/2013,9,1,26.0,3,4,0,34.0,0,['Valley Medical Center'],26.0,8,34.0,0.7647058823529411
112,47161,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/13/2015,7,0,240.0,2,6,0,248.0,0,['FH'],240.0,8,248.0,0.967741935483871
113,47174,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],11/14/2011,10,9,175.0,2,15,0,201.0,0,['Linda Vista'],175.0,26,201.0,0.8706467661691543
114,47175,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],06/11/2013,9,10,175.0,2,14,0,201.0,0,['Linda Vista'],175.0,26,201.0,0.8706467661691543
115,47190,Hispanic or Latino,00 -- English,['Caucasian'],[nan],01/20/2014,8,6,31.0,0,0,0,37.0,0,['Schilling'],31.0,6,37.0,0.8378378378378378
116,47192,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/06/2012,9,6,11.0,0,4,0,0.0,21,['Schilling'],11.0,10,21.0,0.5238095238095238
117,47298,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/26/2012,9,0,25.0,9,0,10,44.0,0,['Sharon Jones'],25.0,19,44.0,0.5681818181818182
118,47313,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],11/01/2014,7,0,61.0,0,0,0,61.0,0,['Washington Hospital'],61.0,0,61.0,1.0
119,47367,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/18/2013,9,0,23.0,1,0,0,24.0,0,['FH'],23.0,1,24.0,0.9583333333333334
120,47434,Hispanic or Latino,00 -- English,['Caucasian'],[nan],07/03/2013,9,8,28.0,0,5,0,41.0,0,['Graham'],28.0,13,41.0,0.6829268292682927
121,47435,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],02/09/2015,7,5,194.0,1,46,0,246.0,0,['Graham'],194.0,52,246.0,0.7886178861788617
122,47440,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],03/07/2014,8,10,4.0,29,0,1,0.0,44,['Cesar Chavez'],4.0,40,44.0,0.09090909090909091
123,47499,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],11/10/2012,9,0,35.0,0,4,0,39.0,0,['Esther Hobbs'],35.0,4,39.0,0.8974358974358975
124,47500,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],10/11/2013,9,10,47.0,0,8,6,71.0,0,['Esther Hobbs'],47.0,24,71.0,0.6619718309859155
125,47555,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],09/26/2012,10,7,227.0,1,11,0,246.0,0,['Linda Vista'],227.0,19,246.0,0.9227642276422764
126,47556,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/21/2009,13,8,222.0,1,15,0,246.0,0,['Linda Vista'],222.0,24,246.0,0.9024390243902439
127,47567,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/26/2015,7,10,59.0,0,17,0,86.0,0,['FH'],59.0,27,86.0,0.686046511627907
128,47568,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/02/2015,7,0,234.0,13,1,0,248.0,0,['FH'],234.0,14,248.0,0.9435483870967742
129,47579,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],11/06/2013,8,4,216.0,1,25,0,246.0,0,['Eden Youth'],216.0,30,246.0,0.8780487804878049
130,47586,Not Hispanic or Latino,99 --  Other Non English,['Black or African American'],[nan],04/25/2013,9,1,31.0,0,0,0,32.0,0,['FH'],31.0,1,32.0,0.96875
131,47597,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/08/2014,8,11,199.0,1,11,0,222.0,0,['Paul Miller'],199.0,23,222.0,0.8963963963963963
132,47620,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],12/30/2014,7,6,236.0,1,3,0,246.0,0,['Carlson'],236.0,10,246.0,0.959349593495935
133,47710,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/15/2013,9,3,14.0,2,2,0,0.0,21,['Dayton'],14.0,7,21.0,0.6666666666666666
134,47724,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/21/2013,9,3,11.0,0,5,0,0.0,19,['Hesperian'],11.0,8,19.0,0.5789473684210527
135,47741,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/03/2014,8,1,114.0,11,96,0,0.0,222,['Royal Sunset'],114.0,108,222.0,0.5135135135135135
136,47799,Not Hispanic or Latino,03 -- Cantonese,['Asian'],[nan],11/24/2013,8,6,13.0,2,0,0,0.0,21,['Dayton'],13.0,8,21.0,0.6190476190476191
137,47803,Not Hispanic or Latino,00 -- English,['Asian'],[nan],11/04/2014,7,0,251.0,0,0,0,251.0,0,['Washington Hospital'],251.0,0,251.0,1.0
138,47824,Not Hispanic or Latino,00 -- English,['Asian'],[nan],03/17/2014,8,2,214.0,1,16,0,0.0,233,['Bay'],214.0,19,233.0,0.9184549356223176
139,47826,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/10/2012,9,0,18.0,0,1,0,0.0,19,['Bay'],18.0,1,19.0,0.9473684210526315
140,47834,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/06/2013,8,0,245.0,0,1,0,246.0,0,['Paul Miller'],245.0,1,246.0,0.9959349593495935
141,47849,Not Hispanic or Latino,00 -- English,['Asian'],[nan],07/25/2013,9,7,11.0,2,1,0,0.0,21,['Kitayama'],11.0,10,21.0,0.5238095238095238
142,47884,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Black or African American']",[nan],08/28/2014,8,14,171.0,7,48,6,0.0,246,['Hillview'],171.0,75,246.0,0.6951219512195121
143,47888,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English']",07/23/2014,8,10,4.0,0,3,0,0.0,17,['Searles'],4.0,13,17.0,0.23529411764705882
144,47996,Not Hispanic or Latino,07 -- Mandarin (Phutonghua),['Asian'],[nan],10/13/2012,10,7,12.0,0,2,0,0.0,21,['Graham'],12.0,9,21.0,0.5714285714285714
145,48008,Not Hispanic or Latino,00 -- English,['Asian'],[nan],03/01/2013,9,0,34.0,0,0,0,34.0,0,['Washington Hospital'],34.0,0,34.0,1.0
146,48028,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/10/2013,9,0,17.0,0,4,0,0.0,21,['Meyer'],17.0,4,21.0,0.8095238095238095
