,ChildID,ChildEthnicity,ChildLanguage,ChildRace,ChildFlags,ChildDateofBirth,Age (as of current day),Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Center,Total Attendance,Total Absence,Total Days,Attendance Rate
34,49385,Hispanic or Latino,00 -- English,['Black or African American'],['Emergency Care'],03/25/2015,7,2,35.0,0,0,0,37.0,0.0,['Amador'],35.0,2,37.0,0.9459459459459459
35,49394,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/17/2014,8,0,0.0,0,0,0,37.0,0.0,['Eden Youth'],0.0,0,0.0,
36,50046,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/25/2012,10,9,152.0,13,9,0,226.0,0.0,['Linda Vista'],152.0,31,183.0,0.8306010928961749
37,50049,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/28/2013,9,8,133.0,10,7,0,226.0,0.0,['Linda Vista'],133.0,25,158.0,0.8417721518987342
38,50144,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'School Age', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",07/04/2015,7,0,173.0,18,2,0,193.0,0.0,['FH'],173.0,20,193.0,0.8963730569948186
39,50545,Not Hispanic or Latino,00 -- English,['Asian'],['Inactive:  Head Start CAPE'],07/16/2015,7,2,19.0,0,16,0,37.0,0.0,['Amador'],19.0,18,37.0,0.5135135135135135
40,50979,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],09/18/2014,8,0,0.0,0,0,0,37.0,0.0,['Eden Youth'],0.0,0,0.0,
41,51010,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],08/28/2015,7,0,19.0,0,0,1,39.0,0.0,['Paul Miller'],19.0,1,20.0,0.95
42,51269,Hispanic or Latino,00 -- English,['Caucasian'],"['Shelter-In-Place', 'Inactive:  Head Start CAPE']",11/11/2014,7,0,0.0,0,0,0,39.0,0.0,['Paul Miller'],0.0,0,0.0,
43,51342,Not Hispanic or Latino,00 -- English,['Asian'],['Admissions Agreement #14 (check box if Yes)'],07/01/2015,7,7,17.0,0,5,0,0.0,29.0,['Pioneer'],17.0,12,29.0,0.5862068965517241
44,51387,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/15/2015,7,18,164.0,4,40,0,226.0,0.0,['Esther Hobbs'],164.0,62,226.0,0.7256637168141593
45,51521,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",01/09/2015,7,0,0.0,0,0,0,0.0,37.0,['Colonial Acres'],0.0,0,0.0,
46,51657,Hispanic or Latino,00 -- English,['Caucasian'],"['Emergency Care', 'School Age']",06/28/2012,10,24,157.0,26,2,1,226.0,0.0,['Linda Vista'],157.0,53,210.0,0.7476190476190476
47,51788,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",12/05/2014,7,0,0.0,0,0,0,0.0,35.0,['Corvallis'],0.0,0,0.0,
48,51841,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #15 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)', 'IEP', 'Admissions Agreement #16 (check box if Yes)']",01/12/2016,6,0,1.0,0,0,0,0.0,227.0,['Eden Youth'],1.0,0,1.0,1.0
49,51842,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Shelter-In-Place']",01/12/2016,6,0,0.0,0,0,0,0.0,226.0,['Eden Youth'],0.0,0,0.0,
50,52147,Hispanic or Latino,00 -- English,['Caucasian'],['IEP'],04/17/2015,7,2,29.0,0,1,0,0.0,32.0,['Hubbard'],29.0,3,32.0,0.90625
51,52163,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",07/15/2015,7,0,0.0,0,0,0,0.0,32.0,['Cesar Chavez'],0.0,0,0.0,
52,52180,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Limited English']",02/22/2016,6,2,167.0,0,7,0,0.0,176.0,['Hubbard'],167.0,9,176.0,0.9488636363636364
53,52225,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/27/2014,8,0,1.0,0,0,0,226.0,0.0,['Linda Vista'],1.0,0,1.0,1.0
54,52340,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],08/18/2015,7,0,1.0,0,0,0,26.0,0.0,['Valley Medical Center'],1.0,0,1.0,1.0
55,52489,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)']",02/28/2016,6,0,4.0,31,1,0,240.0,0.0,['FH'],4.0,32,36.0,0.1111111111111111
56,52630,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],04/21/2016,6,3,25.0,0,0,0,226.0,0.0,['Eden Youth'],25.0,3,28.0,0.8928571428571429
57,52718,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],03/26/2015,7,0,0.0,0,0,0,32.0,0.0,['Eden Palms'],0.0,0,0.0,
58,52841,Not Hispanic or Latino,00 -- English,['American Indian or Alaskan Native'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)']",07/01/2015,7,0,0.0,0,0,0,0.0,39.0,['Paul Miller'],0.0,0,0.0,
59,52930,Not Hispanic or Latino,11 -- Arabic,['Asian'],"['Shelter-In-Place', 'Limited English']",02/05/2015,7,10,0.0,0,0,0,0.0,37.0,['Royal Sunset'],0.0,10,10.0,0.0
60,52988,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)']",04/01/2015,7,0,0.0,0,0,0,0.0,30.0,['Baldwin Park'],0.0,0,0.0,
61,53060,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/15/2015,7,0,0.0,0,0,0,0.0,39.0,['Paul Miller'],0.0,0,0.0,
62,53143,Not Hispanic or Latino,00 -- English,['Asian'],['Shelter-In-Place'],09/18/2015,7,8,0.0,0,0,0,0.0,219.0,['Colonial Acres'],0.0,8,8.0,0.0
63,53158,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],10/30/2015,7,10,7.0,0,5,0,22.0,0.0,['FH'],7.0,15,22.0,0.3181818181818182
64,53187,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],02/23/2015,7,0,7.0,10,0,0,0.0,32.0,['Hubbard'],7.0,10,17.0,0.4117647058823529
65,53190,Hispanic or Latino,00 -- English,['Caucasian'],"['Shelter-In-Place', 'State Preschool', 'Admissions Agreement #14 (check box if Yes)']",07/29/2015,7,0,0.0,0,0,0,0.0,35.0,['Corvallis'],0.0,0,0.0,
66,53211,Hispanic or Latino,00 -- English,"['Caucasian', 'Asian']","['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)']",06/05/2015,7,0,0.0,0,0,0,0.0,29.0,['Kitayama'],0.0,0,0.0,
67,53218,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/23/2016,6,5,202.0,10,9,0,226.0,0.0,['Glen Berry'],202.0,24,226.0,0.8938053097345132
68,53281,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/28/2013,9,7,165.0,28,10,0,226.0,0.0,['Linda Vista'],165.0,45,210.0,0.7857142857142857
69,53313,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],01/14/2012,10,0,0.0,0,0,0,226.0,0.0,['Linda Vista'],0.0,0,0.0,
70,53329,Hispanic or Latino,00 -- English,['Caucasian'],[nan],01/08/2010,12,2,170.0,8,3,0,226.0,0.0,['Linda Vista'],170.0,13,183.0,0.9289617486338798
71,53330,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'School Age', 'Admissions Agreement #15 (check box if Yes)']",05/04/2013,9,2,170.0,8,3,0,226.0,0.0,['Linda Vista'],170.0,13,183.0,0.9289617486338798
72,53496,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],05/21/2015,7,0,0.0,0,0,0,37.0,0.0,['Eden Youth'],0.0,0,0.0,
73,53502,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Asian']","['Admissions Agreement #16 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #15 (check box if Yes)']",12/06/2014,7,0,0.0,0,0,0,39.0,0.0,['Paul Miller'],0.0,0,0.0,
74,53504,Not Hispanic or Latino,00 -- English,['Asian'],"['Shelter-In-Place', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)']",03/20/2016,6,0,0.0,0,0,0,226.0,0.0,['Paul Miller'],0.0,0,0.0,
75,53592,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",05/17/2015,7,0,0.0,0,0,0,30.0,0.0,['Emerald Vista'],0.0,0,0.0,
76,53594,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],11/12/2015,6,2,190.0,31,3,0,226.0,0.0,['Eden Youth'],190.0,36,226.0,0.8407079646017699
77,53614,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",10/04/2015,7,0,191.0,9,26,0,226.0,0.0,['Amador'],191.0,35,226.0,0.8451327433628318
78,53623,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",11/28/2009,12,0,25.0,0,0,0,226.0,0.0,['Linda Vista'],25.0,0,25.0,1.0
79,53624,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",04/20/2013,9,0,25.0,0,0,0,226.0,0.0,['Linda Vista'],25.0,0,25.0,1.0
80,53625,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",04/26/2011,11,0,25.0,0,0,0,226.0,0.0,['Linda Vista'],25.0,0,25.0,1.0
81,53651,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],12/04/2014,7,0,0.0,0,0,0,58.0,0.0,['Decoto'],0.0,0,0.0,
82,53666,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",05/07/2015,7,0,0.0,0,0,0,0.0,37.0,['Colonial Acres'],0.0,0,0.0,
83,53741,Hispanic or Latino,00 -- English,['Asian'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",12/27/2015,6,0,0.0,0,0,0,0.0,223.0,['Corvallis'],0.0,0,0.0,
84,54076,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],11/04/2014,8,0,0.0,0,0,0,37.0,0.0,['Eden Youth'],0.0,0,0.0,
85,54085,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",06/23/2015,7,0,0.0,0,0,0,0.0,29.0,['Kitayama'],0.0,0,0.0,
86,54100,Not Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",05/24/2015,7,0,0.0,22,0,0,0.0,35.0,['Del Rey'],0.0,22,22.0,0.0
87,54165,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Shelter-In-Place', 'Infant/Toddler', 'Inactive:  Head Start Santa Clara County']",06/21/2015,7,0,0.0,0,0,0,32.0,0.0,['Unidos'],0.0,0,0.0,
88,54220,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],03/09/2015,7,0,29.0,0,0,0,29.0,0.0,['Valley Medical Center'],29.0,0,29.0,1.0
89,54371,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)']",05/14/2016,6,0,224.0,7,0,0,231.0,0.0,['Washington Hospital'],224.0,7,231.0,0.9696969696969697
90,54373,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],04/01/2016,6,14,147.0,29,33,2,226.0,0.0,['Paul Miller'],147.0,78,225.0,0.6533333333333333
91,54393,Hispanic or Latino,00 -- English,['Caucasian'],['Infant/Toddler'],06/07/2016,6,0,15.0,0,1,0,226.0,0.0,['Glen Berry'],15.0,1,16.0,0.9375
92,54434,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/11/2014,8,0,0.0,0,0,0,32.0,0.0,['Valley Medical Center'],0.0,0,0.0,
93,54458,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/26/2016,6,0,0.0,0,0,0,248.0,0.0,['Sharon Jones'],0.0,0,0.0,
94,54491,Not Hispanic or Latino,00 -- English,['Black or African American'],[nan],12/08/2015,6,8,185.0,16,17,0,226.0,0.0,['Castlemont'],185.0,41,226.0,0.8185840707964602
95,54553,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)', 'Emergency Care', 'Admissions Agreement #16 (check box if Yes)']",10/18/2014,8,0,36.0,0,3,0,39.0,0.0,['Esther Hobbs'],36.0,3,39.0,0.9230769230769231
96,54556,Hispanic or Latino,00 -- English,['Caucasian'],"['Emergency Care', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",03/11/2016,6,2,214.0,3,7,0,226.0,0.0,['Paul Miller'],214.0,12,226.0,0.9469026548672567
97,54612,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],08/30/2016,6,0,212.0,26,0,0,238.0,0.0,['FH'],212.0,26,238.0,0.8907563025210085
98,54677,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Shelter-In-Place']",06/09/2016,6,0,0.0,0,0,0,248.0,0.0,['Holbrook'],0.0,0,0.0,
99,54691,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],04/01/2015,7,0,0.0,0,0,0,32.0,0.0,['Chynoweth'],0.0,0,0.0,
100,54734,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)']",11/19/2014,7,2,30.0,0,7,0,39.0,0.0,['Paul Miller'],30.0,9,39.0,0.7692307692307693
101,54746,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],07/10/2016,6,9,209.0,1,7,0,226.0,0.0,['Paul Miller'],209.0,17,226.0,0.9247787610619469
102,54903,Not Hispanic or Latino,00 -- English,['Caucasian'],['Kidango Staff School Age'],11/21/2013,8,10,87.0,16,45,16,0.0,174.0,"['Colonial Acres', 'Royal Sunset']",87.0,87,174.0,0.5
103,54915,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",10/12/2016,6,0,45.0,88,0,0,238.0,0.0,['FH'],45.0,88,133.0,0.3383458646616541
104,54981,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],02/07/2015,7,0,0.0,0,0,0,30.0,0.0,['Graham'],0.0,0,0.0,
105,54983,Hispanic or Latino,00 -- English,['Caucasian'],[nan],10/07/2016,6,4,214.0,11,9,0,248.0,0.0,['Graham'],214.0,24,238.0,0.8991596638655462
106,55031,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)']",12/02/2015,6,10,17.0,0,7,5,0.0,42.0,['Decoto'],17.0,22,39.0,0.4358974358974359
107,55048,Hispanic or Latino,00 -- English,['Caucasian'],['Emergency Care'],01/12/2015,7,14,22.0,0,0,7,43.0,0.0,['Glen Berry'],22.0,21,43.0,0.5116279069767442
108,55087,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],03/13/2015,7,0,0.0,0,0,0,30.0,0.0,['Schilling'],0.0,0,0.0,
109,55112,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],11/06/2016,6,0,17.0,11,0,0,144.0,0.0,['Arbuckle'],17.0,11,28.0,0.6071428571428571
110,55113,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],11/06/2016,6,1,17.0,5,0,0,144.0,0.0,"['Arbuckle', 'Unidos']",17.0,6,23.0,0.7391304347826086
111,55129,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/21/2013,8,9,177.0,16,8,0,226.0,0.0,['Linda Vista'],177.0,33,210.0,0.8428571428571429
112,55170,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)']",09/23/2016,6,28,118.0,41,44,0,231.0,0.0,"['Washington Hospital', 'Graham']",118.0,113,231.0,0.5108225108225108
113,55174,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Emergency Care', 'Admissions Agreement #14 (check box if Yes)']",01/07/2016,6,6,226.0,3,13,0,248.0,0.0,['Amador'],226.0,22,248.0,0.9112903225806451
114,55273,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/02/2015,7,11,16.0,0,0,0,0.0,27.0,['Cox'],16.0,11,27.0,0.5925925925925926
115,55310,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],12/21/2014,7,0,0.0,0,0,0,30.0,0.0,['Graham'],0.0,0,0.0,
116,55313,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #15 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #16 (check box if Yes)']",03/01/2016,6,0,144.0,0,0,0,189.0,0.0,['Washington Hospital'],144.0,0,144.0,1.0
117,55324,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",12/21/2016,5,3,138.0,15,54,0,210.0,0.0,['Washington Hospital'],138.0,72,210.0,0.6571428571428571
118,55328,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)']",05/31/2015,7,0,0.0,0,0,0,0.0,32.0,['Goss'],0.0,0,0.0,
119,55342,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],03/03/2015,7,0,0.0,0,0,0,39.0,0.0,['Esther Hobbs'],0.0,0,0.0,
120,55343,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/20/2016,6,14,183.0,1,28,0,226.0,0.0,['Esther Hobbs'],183.0,43,226.0,0.8097345132743363
121,55351,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],08/08/2015,7,0,0.0,0,0,0,58.0,0.0,['Decoto'],0.0,0,0.0,
122,55368,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",06/24/2016,6,0,212.0,24,2,0,238.0,0.0,['FH'],212.0,26,238.0,0.8907563025210085
123,55396,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],06/04/2015,7,0,0.0,0,0,0,0.0,21.0,['Dayton'],0.0,0,0.0,
