,ChildID,ChildEthnicity,ChildLanguage,ChildRace,ChildFlags,ChildDateofBirth,Age (as of current day),Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Center,Total Attendance,Total Absence,Total Days,Attendance Rate
32,45671,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/09/2011,11,12,157,65,12,0,246.0,0,['Linda Vista'],157,89,246,0.6382113821138211
33,45719,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",01/09/2009,13,4,151,77,14,0,246.0,0,['Linda Vista'],151,95,246,0.6138211382113821
34,46241,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/30/2013,9,11,9,0,2,0,0.0,22,['Meyer'],9,13,22,0.4090909090909091
35,46262,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],04/27/2009,13,5,217,2,0,0,224.0,0,['Linda Vista'],217,7,224,0.96875
36,46401,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],08/05/2014,8,2,31,0,1,0,34.0,0,['Delaine Eastin'],31,3,34,0.9117647058823529
37,46598,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/25/2014,8,0,169,61,6,0,236.0,0,['FH'],169,67,236,0.7161016949152542
38,46640,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],07/15/2014,8,4,23,2,0,0,29.0,0,['Chynoweth'],23,6,29,0.7931034482758621
39,46666,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],07/17/2014,8,0,30,0,1,0,31.0,0,['Valley Medical Center'],30,1,31,0.967741935483871
40,46715,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/29/2014,8,1,0,0,0,0,1.0,0,['Emerald Vista'],0,1,1,0.0
41,46912,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/19/2013,9,2,19,2,6,0,29.0,0,['Unidos'],19,10,29,0.6551724137931034
42,46951,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Preschool'],04/08/2014,8,8,3,0,11,0,0.0,22,['Cesar Chavez'],3,19,22,0.13636363636363635
43,47026,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Kidango Staff School Age', 'IEP']",10/12/2014,8,3,159,67,17,0,246.0,0,['Unidos'],159,87,246,0.6463414634146342
44,47110,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #16 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",12/12/2014,7,5,138,93,8,0,244.0,0,['Decoto'],138,106,244,0.5655737704918032
45,47116,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/23/2014,8,2,32,0,4,0,38.0,0,['Sharon Jones'],32,6,38,0.8421052631578947
46,47161,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/13/2015,7,0,175,61,0,0,236.0,0,['FH'],175,61,236,0.7415254237288136
47,47174,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],11/14/2011,10,8,131,57,4,0,200.0,0,['Linda Vista'],131,69,200,0.655
48,47175,Hispanic or Latino,00 -- English,['Caucasian'],['School Age'],06/11/2013,9,10,126,57,7,0,200.0,0,['Linda Vista'],126,74,200,0.63
49,47435,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],02/09/2015,7,0,131,75,40,0,246.0,0,['Graham'],131,115,246,0.532520325203252
50,47555,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],09/26/2012,10,3,163,70,10,0,246.0,0,['Linda Vista'],163,83,246,0.6626016260162602
51,47556,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/21/2009,13,4,163,70,9,0,246.0,0,['Linda Vista'],163,83,246,0.6626016260162602
52,47568,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/02/2015,7,0,155,78,3,0,236.0,0,['FH'],155,81,236,0.6567796610169492
53,47579,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],11/06/2013,9,15,0,12,7,0,34.0,0,['Eden Youth'],0,34,34,0.0
54,47620,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],12/30/2014,7,2,175,64,5,0,246.0,0,['Carlson'],175,71,246,0.7113821138211383
55,47741,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/03/2014,8,3,76,98,66,0,0.0,243,['Royal Sunset'],76,167,243,0.31275720164609055
56,47803,Not Hispanic or Latino,00 -- English,['Asian'],[nan],11/04/2014,8,0,41,0,0,0,41.0,0,['Washington Hospital'],41,0,41,1.0
57,47834,Not Hispanic or Latino,00 -- English,['Asian'],[nan],12/06/2013,8,1,33,0,0,0,34.0,0,['Paul Miller'],33,1,34,0.9705882352941176
58,47884,Not Hispanic or Latino,00 -- English,"['Caucasian', 'Black or African American']",[nan],08/28/2014,8,10,7,0,2,1,0.0,20,['Hillview'],7,13,20,0.35
59,48064,Hispanic or Latino,00 -- English,['Caucasian'],[nan],07/20/2014,8,11,11,0,0,0,0.0,22,['Cesar Chavez'],11,11,22,0.5
60,48072,Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/13/2014,8,2,18,0,2,0,0.0,22,['Russo'],18,4,22,0.8181818181818182
61,48193,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/10/2014,8,0,0,9,0,0,0.0,9,['Cureton'],0,9,9,0.0
62,48200,Hispanic or Latino,00 -- English,['Caucasian'],[nan],01/27/2014,8,0,21,0,1,0,0.0,22,['Arbuckle'],21,1,22,0.9545454545454546
63,48269,Not Hispanic or Latino,11 -- Arabic,['Asian'],[nan],04/05/2014,8,0,16,0,4,0,0.0,20,['Dayton'],16,4,20,0.8
64,48360,Not Hispanic or Latino,13 -- Burmese,['Asian'],[nan],12/11/2013,8,6,16,0,0,0,0.0,22,['Paul Miller'],16,6,22,0.7272727272727273
65,48367,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/15/2014,8,7,15,0,0,0,0.0,22,['Schilling'],15,7,22,0.6818181818181818
66,48596,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],11/19/2013,8,2,22,5,3,0,32.0,0,['Decoto'],22,10,32,0.6875
67,48635,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],02/19/2015,7,0,236,0,0,0,236.0,0,['FH'],236,0,236,1.0
68,48652,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],04/15/2014,8,10,0,0,4,0,14.0,0,['Unidos'],0,14,14,0.0
69,48657,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/26/2014,8,1,34,0,6,0,41.0,0,['Paul Miller'],34,7,41,0.8292682926829268
70,48674,Not Hispanic or Latino,00 -- English,['Asian'],[nan],01/20/2014,8,8,12,0,2,0,0.0,22,['Cesar Chavez'],12,10,22,0.5454545454545454
71,48837,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],12/09/2010,11,18,110,77,41,0,246.0,0,['Linda Vista'],110,136,246,0.44715447154471544
72,48854,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Inactive:  Head Start Santa Clara County', 'Admissions Agreement #14 (check box if Yes)', 'Limited English']",04/10/2015,7,0,89,96,22,0,0.0,207,['Cureton'],89,118,207,0.42995169082125606
73,48882,Not Hispanic or Latino,11 -- Arabic,['Asian'],['Admissions Agreement #14 (check box if Yes)'],12/20/2013,8,3,19,0,0,0,22.0,0,['Emerald Vista'],19,3,22,0.8636363636363636
74,48949,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],12/05/2013,8,16,6,2,14,0,38.0,0,['Decoto'],6,32,38,0.15789473684210525
75,48964,Not Hispanic or Latino,16 -- Farsi ( Persian ),['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",04/26/2015,7,4,141,75,26,0,0.0,246,['Eden Youth'],141,105,246,0.573170731707317
76,49137,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/20/2013,8,1,28,0,3,0,32.0,0,['Valley Medical Center'],28,4,32,0.875
77,49160,Not Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],01/29/2015,7,11,146,63,28,0,248.0,0,['Amador'],146,102,248,0.5887096774193549
78,49202,Not Hispanic or Latino,00 -- English,['Black or African American'],['Inactive:  Head Start CAPE'],06/16/2014,8,2,41,0,1,0,44.0,0,['Eden Youth'],41,3,44,0.9318181818181818
79,49205,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/02/2014,8,3,15,2,4,0,24.0,0,['Arbuckle'],15,9,24,0.625
80,49293,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],06/26/2014,8,10,0,0,12,0,0.0,22,['Goss'],0,22,22,0.0
81,49330,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],01/16/2011,11,10,166,64,6,0,246.0,0,['Linda Vista'],166,80,246,0.6747967479674797
82,49332,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],10/09/2014,8,11,112,65,19,0,0.0,207,['Hubbard'],112,95,207,0.5410628019323671
83,49348,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Foster Child', 'Inactive:  Head Start CAPE']",02/02/2014,8,5,19,1,5,4,34.0,0,['Glen Berry'],19,15,34,0.5588235294117647
84,49367,Not Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],05/13/2015,7,0,146,84,16,0,246.0,0,['Paul Miller'],146,100,246,0.5934959349593496
85,49372,Not Hispanic or Latino,16 -- Farsi ( Persian ),['Asian'],"['Admissions Agreement #16 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #15 (check box if Yes)']",12/24/2014,7,0,158,74,14,0,246.0,0,['Paul Miller'],158,88,246,0.6422764227642277
86,49373,Not Hispanic or Latino,16 -- Farsi ( Persian ),['Asian'],"['Inactive:  Head Start Alameda County', 'Shelter-In-Place']",10/28/2013,9,0,34,0,2,0,36.0,0,['Paul Miller'],34,2,36,0.9444444444444444
87,49384,Hispanic or Latino,00 -- English,['Black or African American'],['Emergency Care'],03/25/2015,7,1,215,22,10,0,248.0,0,['Amador'],215,33,248,0.8669354838709677
88,49385,Hispanic or Latino,00 -- English,['Black or African American'],['Emergency Care'],03/25/2015,7,4,213,22,9,0,248.0,0,['Amador'],213,35,248,0.8588709677419355
89,49392,Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/22/2014,7,0,227,1,8,0,236.0,0,['FH'],227,9,236,0.961864406779661
90,49394,Hispanic or Latino,00 -- English,['Caucasian'],['Shelter-In-Place'],10/17/2014,8,5,150,75,16,0,246.0,0,['Eden Youth'],150,96,246,0.6097560975609756
91,49475,Not Hispanic or Latino,00 -- English,['Black or African American'],['Inactive:  Head Start CAPE'],01/22/2014,8,18,3,12,1,0,34.0,0,['Eden Youth'],3,31,34,0.08823529411764706
92,49917,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/28/2014,8,0,21,0,1,0,0.0,22,['Meyer'],21,1,22,0.9545454545454546
93,49926,Not Hispanic or Latino,00 -- English,['American Indian or Alaskan Native'],[nan],08/23/2014,8,2,14,0,6,0,0.0,22,['Cureton'],14,8,22,0.6363636363636364
94,49928,Not Hispanic or Latino,00 -- English,['Black or African American'],"['Inactive:  Head Start Alameda County', 'Preschool']",01/12/2014,8,10,5,2,8,4,29.0,0,['Castlemont'],5,24,29,0.1724137931034483
95,50046,Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/25/2012,10,4,136,77,29,0,246.0,0,['Linda Vista'],136,110,246,0.5528455284552846
96,50049,Hispanic or Latino,00 -- English,['Caucasian'],[nan],06/28/2013,9,4,136,77,29,0,246.0,0,['Linda Vista'],136,110,246,0.5528455284552846
97,50125,Hispanic or Latino,00 -- English,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],05/26/2014,8,10,0,0,12,0,0.0,22,['Goss'],0,22,22,0.0
98,50144,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'School Age', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",07/04/2015,7,0,236,0,0,0,236.0,0,['FH'],236,0,236,1.0
99,50234,Hispanic or Latino,00 -- English,['Caucasian'],[nan],01/01/2014,8,13,14,0,7,0,34.0,0,['Valley Medical Center'],14,20,34,0.4117647058823529
100,50267,Hispanic or Latino,00 -- English,['Caucasian'],[nan],11/17/2013,8,1,29,0,0,0,30.0,0,['Sharon Jones'],29,1,30,0.9666666666666667
101,50525,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Preschool'],06/26/2014,8,3,19,0,0,0,0.0,22,['Cesar Chavez'],19,3,22,0.8636363636363636
102,50545,Not Hispanic or Latino,00 -- English,['Asian'],['Inactive:  Head Start CAPE'],07/16/2015,7,0,163,72,13,0,248.0,0,['Amador'],163,85,248,0.657258064516129
103,50554,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/28/2015,7,0,189,47,0,0,236.0,0,['FH'],189,47,236,0.8008474576271186
104,50679,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],10/08/2013,9,8,36,0,0,0,44.0,0,['Graham'],36,8,44,0.8181818181818182
105,50690,Not Hispanic or Latino,00 -- English,['Asian'],[nan],10/10/2013,9,2,29,3,7,0,41.0,0,['Paul Miller'],29,12,41,0.7073170731707317
106,50727,Not Hispanic or Latino,35 -- Urdu,['Asian'],[nan],06/19/2014,8,0,32,0,0,0,32.0,0,['Washington Hospital'],32,0,32,1.0
107,50730,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],07/25/2015,7,3,95,8,0,0,106.0,0,['FH'],95,11,106,0.8962264150943396
108,50845,Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/01/2015,7,10,100,0,31,1,142.0,0,['Eden Youth'],100,42,142,0.704225352112676
109,50879,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],05/09/2014,8,0,42,0,0,0,42.0,0,['FH'],42,0,42,1.0
110,50942,Hispanic or Latino,00 -- English,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],11/02/2014,8,3,14,0,5,0,0.0,22,['Hubbard'],14,8,22,0.6363636363636364
111,50951,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],08/16/2014,8,0,44,0,0,0,44.0,0,['Washington Hospital'],44,0,44,1.0
112,50976,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/16/2014,8,0,39,2,0,0,41.0,0,['Esther Hobbs'],39,2,41,0.9512195121951219
113,50979,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],09/18/2014,8,1,164,75,6,0,246.0,0,['Eden Youth'],164,82,246,0.6666666666666666
114,51010,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Shelter-In-Place'],08/28/2015,7,20,149,74,3,0,246.0,0,['Paul Miller'],149,97,246,0.6056910569105691
115,51100,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Santa Clara County'],03/20/2014,8,2,27,2,0,0,31.0,0,['Chynoweth'],27,4,31,0.8709677419354839
116,51148,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],01/22/2014,8,0,33,0,6,0,39.0,0,['Paul Miller'],33,6,39,0.8461538461538461
117,51171,Not Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],12/11/2013,8,1,0,0,0,0,1.0,0,['Decoto'],0,1,1,0.0
118,51178,Not Hispanic or Latino,00 -- English,['Asian'],[nan],01/11/2014,8,0,15,5,8,3,31.0,0,['Delaine Eastin'],15,16,31,0.4838709677419355
119,51204,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Preschool', 'Limited English']",10/29/2013,9,5,0,0,0,0,5.0,0,['Amador'],0,5,5,0.0
120,51241,Hispanic or Latino,00 -- English,['Caucasian'],[nan],02/01/2014,8,2,26,4,0,0,32.0,0,['Valley Medical Center'],26,6,32,0.8125
121,51246,Hispanic or Latino,00 -- English,['Caucasian'],"['Inactive:  Head Start Alameda County', 'IEP']",11/01/2013,9,5,35,0,4,0,44.0,0,['Carlson'],35,9,44,0.7954545454545454
122,51262,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],11/26/2013,8,0,32,0,0,0,32.0,0,['Graham'],32,0,32,1.0
123,51269,Hispanic or Latino,00 -- English,['Caucasian'],"['Shelter-In-Place', 'Inactive:  Head Start CAPE']",11/11/2014,7,8,116,81,37,0,242.0,0,"['Paul Miller', 'Eden Youth']",116,126,242,0.4793388429752066
124,51336,Not Hispanic or Latino,02 -- Vietnamese,['Asian'],[nan],01/25/2014,8,1,21,0,0,0,0.0,22,['Sharon Jones'],21,1,22,0.9545454545454546
125,51341,Not Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start Alameda County'],02/03/2014,8,8,33,0,1,0,42.0,0,['Paul Miller'],33,9,42,0.7857142857142857
126,51342,Not Hispanic or Latino,00 -- English,['Asian'],['Admissions Agreement #14 (check box if Yes)'],07/01/2015,7,2,134,75,33,0,0.0,244,['Pioneer'],134,110,244,0.5491803278688525
127,51384,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],12/22/2013,8,8,24,0,0,0,32.0,0,['Schilling'],24,8,32,0.75
128,51387,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],09/15/2015,7,9,134,66,37,0,246.0,0,['Esther Hobbs'],134,112,246,0.5447154471544715
129,51427,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/30/2014,8,0,28,2,4,0,34.0,0,['Valley Medical Center'],28,6,34,0.8235294117647058
130,51446,Hispanic or Latino,00 -- English,['Caucasian'],['Inactive:  Head Start CAPE'],06/17/2014,8,1,30,0,8,0,39.0,0,['Amador'],30,9,39,0.7692307692307693
131,51475,Not Hispanic or Latino,00 -- English,['Asian'],[nan],01/29/2014,8,5,13,0,2,0,0.0,20,['Kitayama'],13,7,20,0.65
132,51478,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],09/30/2013,9,8,25,8,1,0,42.0,0,['Decoto'],25,17,42,0.5952380952380952
133,51482,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],06/21/2014,8,3,24,2,3,0,32.0,0,['Decoto'],24,8,32,0.75
134,51521,Hispanic or Latino,01 -- Spanish,['Caucasian'],"['Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)']",01/09/2015,7,4,130,74,33,0,0.0,241,['Colonial Acres'],130,111,241,0.5394190871369294
135,51610,Hispanic or Latino,01 -- Spanish,['Caucasian'],[nan],06/10/2014,8,2,38,0,2,0,42.0,0,['Delaine Eastin'],38,4,42,0.9047619047619048
136,51624,Hispanic or Latino,00 -- English,['Caucasian'],[nan],03/22/2014,8,0,0,0,23,0,23.0,0,['Valley Medical Center'],0,23,23,0.0
137,51657,Hispanic or Latino,00 -- English,['Caucasian'],"['Emergency Care', 'School Age']",06/28/2012,10,16,184,34,2,0,236.0,0,['Linda Vista'],184,52,236,0.7796610169491526
138,51702,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],06/01/2015,7,0,49,0,14,0,63.0,0,['Linda Vista'],49,14,63,0.7777777777777778
139,51704,Hispanic or Latino,01 -- Spanish,['Caucasian'],['Inactive:  Head Start Alameda County'],08/23/2014,8,0,21,10,1,0,32.0,0,['Graham'],21,11,32,0.65625
140,51788,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Shelter-In-Place']",12/05/2014,7,2,147,74,18,0,0.0,241,['Corvallis'],147,94,241,0.6099585062240664
141,51802,Hispanic or Latino,00 -- English,"['Black or African American', 'Caucasian']",['Admissions Agreement #14 (check box if Yes)'],02/23/2015,7,0,1,4,0,0,0.0,5,['Colonial Acres'],1,4,5,0.2
142,51841,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #15 (check box if Yes)', 'Shelter-In-Place', 'Admissions Agreement #14 (check box if Yes)', 'IEP', 'Admissions Agreement #16 (check box if Yes)']",01/12/2016,6,4,129,99,14,0,0.0,246,['Eden Youth'],129,117,246,0.524390243902439
143,51842,Not Hispanic or Latino,00 -- English,['Asian'],"['Admissions Agreement #14 (check box if Yes)', 'Admissions Agreement #15 (check box if Yes)', 'Admissions Agreement #16 (check box if Yes)', 'Shelter-In-Place']",01/12/2016,6,4,130,99,13,0,0.0,246,['Eden Youth'],130,116,246,0.5284552845528455
144,52110,Hispanic or Latino,00 -- English,['Caucasian'],"['Admissions Agreement #14 (check box if Yes)', 'Inactive:  Head Start Santa Clara County']",07/26/2014,8,4,25,2,3,0,0.0,34,['Arbuckle'],25,9,34,0.7352941176470589
145,52115,Hispanic or Latino,00 -- English,['Caucasian'],['Admissions Agreement #14 (check box if Yes)'],09/17/2014,8,0,0,7,0,0,0.0,7,['Hubbard'],0,7,7,0.0
146,52135,Not Hispanic or Latino,00 -- English,['Caucasian'],[nan],04/15/2014,8,11,0,0,11,0,0.0,22,['Meyer'],0,22,22,0.0
147,52147,Hispanic or Latino,00 -- English,['Caucasian'],['IEP'],04/17/2015,7,0,123,65,19,0,0.0,207,['Hubbard'],123,84,207,0.5942028985507246
